location,size,bedrooms,age,garden,garage,price
Istanbul,70,3,45,1,0,99287.83782128138
Istanbul,96,2,42,0,1,73194.98946377114
Antalya,257,1,27,0,1,140039.41854964854
Antalya,150,1,13,1,0,137425.04394255206
Bursa,236,3,16,1,1,244335.60297463695
Ankara,133,1,23,0,1,101357.54560312061
Ankara,55,3,33,1,1,135656.14836609983
Ankara,196,3,47,0,0,112068.72523988454
Ankara,234,1,21,0,0,156488.7597210554
Ankara,246,5,9,0,0,224321.34567147837
Antalya,180,3,7,1,0,231819.81768313306
Istanbul,50,1,20,0,0,62514.79333399855
Izmir,107,5,36,0,0,140933.89195781658
Antalya,173,3,6,1,0,211242.87103432702
Bursa,215,5,25,0,0,183313.18720857974
Izmir,64,4,12,1,1,189770.50595873903
Antalya,211,4,15,1,1,261113.34838814219
Ankara,238,5,29,0,0,187659.7181292494
Antalya,212,3,30,1,1,214901.81119005804
Antalya,113,1,4,1,1,187782.77218942624
Ankara,290,2,31,1,0,208132.3688772655
Izmir,74,1,15,0,0,85810.8754779844
Istanbul,73,2,46,0,0,44593.45339872294
Ankara,61,2,8,0,1,101438.9850540088
Izmir,67,3,21,1,1,164311.6489561469
Izmir,64,5,43,0,0,97125.82562419384
Ankara,285,1,39,0,0,128295.29711233985
Antalya,257,5,44,1,1,218609.4482233418
Izmir,76,4,36,0,0,85812.5418597156
Istanbul,121,3,13,1,0,171321.37951835804
Bursa,109,3,15,0,1,137577.61867868435
Izmir,223,4,42,1,1,205912.33904300758
Ankara,266,1,19,1,0,158435.989368666
Bursa,194,4,43,1,1,159447.24770745303
Istanbul,142,1,14,1,1,158133.36897048703
Izmir,102,2,43,0,0,55324.64012097927
Istanbul,57,3,25,1,0,119874.02707263811
Izmir,128,1,8,1,0,148688.4452489191
Bursa,76,5,0,1,0,192347.9076097154
Bursa,223,5,34,1,0,198087.47176815607
Antalya,99,3,43,1,0,106879.00463630786
Bursa,293,4,19,1,0,245873.36481144367
Izmir,248,4,44,0,1,182411.4126782924
Ankara,180,1,5,1,0,155232.35225127375
Antalya,142,4,41,0,1,130690.54066057957
Bursa,241,3,9,1,0,211736.06128721955
Bursa,221,1,47,1,0,127298.34457271811
Istanbul,230,2,32,0,0,153591.50063873344
Izmir,73,4,15,1,0,168115.40084554232
Antalya,109,4,35,1,0,118227.63790617199
Izmir,171,1,5,0,0,137176.17905003356
Izmir,180,5,18,0,1,218252.2076467508
Antalya,197,4,30,0,0,173225.7141059354
Antalya,95,3,1,0,0,133154.18859818438
Antalya,64,4,17,1,0,151145.75295159974
Antalya,202,2,41,0,1,116398.55655898598
Antalya,271,4,27,0,1,238263.33534458664
Izmir,255,5,3,0,0,243861.68004771695
Istanbul,248,4,0,1,0,272361.8995411609
Bursa,66,1,46,0,0,-32379.489744710758
Ankara,175,4,41,1,0,172556.10507648202
Antalya,285,5,49,1,0,235188.16379307274
Izmir,133,1,15,1,1,151796.90496612608
Bursa,277,3,44,1,0,163871.33152567048
Bursa,58,1,46,0,1,17930.891828857864
Izmir,215,2,1,0,1,182503.41176394312
Ankara,225,1,35,1,0,136369.01358119538
Bursa,298,3,0,0,1,237156.68739597785
Ankara,237,4,38,0,0,196253.2481281616
Istanbul,112,1,22,0,1,116560.48423378274
Bursa,263,1,25,0,0,155059.61019352858
Istanbul,295,1,10,1,0,251789.06897357063
Ankara,294,1,41,0,0,133026.47329269577
Bursa,166,3,0,0,0,158446.76583128615
Antalya,179,5,10,1,1,264971.84158014675
Antalya,137,5,23,0,1,189205.671247485
Ankara,121,1,9,0,1,119654.18426759711
Izmir,188,3,13,0,0,179222.18308280894
Izmir,113,3,13,1,0,173440.80577419142
Antalya,254,1,6,0,1,180952.54783120635
Istanbul,258,2,22,0,0,172951.67597101952
Ankara,121,1,42,1,0,75202.89922791666
Istanbul,70,2,21,0,1,104165.0991489438
Istanbul,67,1,35,1,0,67593.77549482668
Antalya,271,2,26,1,1,209228.2509496185
Ankara,113,2,1,1,0,152707.31975349365
Istanbul,131,1,38,0,0,65317.504740195465
Izmir,159,2,45,0,1,91150.0499741029
Ankara,288,4,18,0,1,257573.56135852382
Izmir,144,5,6,0,1,225168.25956583658
Istanbul,215,3,11,0,1,231745.14658290514
Antalya,81,2,2,1,1,173377.42105473566
Ankara,60,2,46,1,0,33791.871521056906
Bursa,94,3,4,1,1,175652.18585198733
Izmir,266,2,7,1,0,204420.60713250458
Antalya,82,3,13,0,0,124978.83882995759
Izmir,151,1,35,1,1,138148.4353984463
Istanbul,218,4,6,1,1,274550.8754574648
Istanbul,185,4,6,0,0,220504.6697768226
Ankara,60,5,49,1,1,117353.80408846149
Izmir,263,2,45,0,1,152382.98972297972
Ankara,228,5,31,0,0,203440.567599904
Izmir,137,1,7,0,0,122927.05982572335
Ankara,90,4,11,1,1,203777.41169277675
Antalya,194,1,9,1,0,162202.03333711732
Antalya,125,1,13,1,0,139148.19749027494
Izmir,170,2,8,1,0,163575.13150695
Izmir,95,1,37,1,0,51551.992703017226
Ankara,209,4,29,1,0,184777.0221313867
Bursa,256,5,4,0,0,234402.4505779387
Istanbul,129,4,0,0,0,198361.42556648934
Izmir,103,2,0,1,0,165617.8043137215
Istanbul,135,4,19,1,0,197211.9813729484
Bursa,141,3,48,0,0,46926.58745809832
Izmir,197,5,10,0,1,271940.5343338227
Antalya,210,3,25,0,1,170547.20739122172
Ankara,251,3,43,1,1,193959.87553385107
Antalya,217,2,2,1,0,216794.44508375096
Antalya,209,1,5,1,0,192219.04173870507
Antalya,291,3,42,0,0,192867.82883467068
Istanbul,146,4,44,1,0,161441.2104443525
Istanbul,51,1,10,1,0,122321.70748636842
Antalya,274,4,7,1,1,336518.3535142966
Antalya,82,4,28,1,0,149502.62116382818
Izmir,282,1,9,1,1,220715.68051384427
Ankara,254,1,33,1,1,150604.3071328875
Istanbul,207,4,23,0,1,226937.35993315076
Bursa,210,2,45,1,0,118037.64736451405
Ankara,126,5,47,0,1,137811.73345318943
Antalya,165,5,16,0,0,166716.6299161286
Istanbul,203,2,31,0,0,156554.5214328345
Antalya,199,1,10,1,1,199257.2109764766
Istanbul,152,4,33,1,1,228682.1816952744
Bursa,243,5,23,1,1,249587.41491073158
Izmir,215,4,4,1,0,253343.20515752878
Bursa,152,2,28,0,0,83192.99115155988
Istanbul,139,4,47,1,1,163613.26695946767
Izmir,223,2,47,0,0,106015.96718480955
Izmir,171,1,33,1,0,122927.96307008145
Ankara,291,2,15,1,0,232796.31057219108
Ankara,192,2,24,0,1,150741.67120506623
Ankara,275,5,36,0,1,228252.59635904917
Antalya,155,4,7,0,1,213635.44701447274
Antalya,168,5,28,1,0,191849.7911615374
Antalya,221,3,45,0,1,158168.19557131082
Antalya,98,2,24,0,0,81411.58166472314
Istanbul,153,3,41,0,0,93276.77268806355
Antalya,252,5,22,1,0,231623.83297439312
Ankara,110,4,33,0,0,86014.55900109792
Izmir,244,5,2,0,1,288631.94731484365
Antalya,172,4,29,1,1,189764.67233141014
Izmir,183,4,49,0,0,129785.41462288347
Istanbul,58,1,33,0,1,80685.80807524212
Bursa,55,2,31,0,1,57655.187782504334
Antalya,122,5,28,1,1,196160.53651141986
Istanbul,152,4,8,0,1,204441.99450143694
Istanbul,272,5,1,0,1,288717.2902056434
Istanbul,209,5,38,0,1,186268.85855582118
Ankara,90,4,6,0,1,180411.11300132066
Ankara,163,3,45,0,1,125353.41980798314
Bursa,253,2,4,0,1,218546.91763491763
Bursa,57,2,7,0,1,85926.85861155995
Ankara,121,1,31,1,1,120158.5916943165
Bursa,227,1,17,1,0,163542.63039668452
Izmir,141,1,37,1,0,122290.630431754
Ankara,111,2,45,0,1,73620.03878376719
Antalya,133,3,17,1,1,195700.83759835348
Antalya,111,2,48,0,1,73511.87753539649
Antalya,160,2,40,0,1,91709.22736007463
Ankara,176,2,44,0,0,76485.96749487551
Istanbul,56,2,15,1,0,121518.98892910575
Ankara,252,3,20,1,1,225394.92837320393
Ankara,133,1,9,0,0,107612.1758913357
Ankara,257,5,41,0,1,198605.6189533021
Istanbul,181,1,3,1,0,176094.61490429443
Antalya,183,1,43,1,1,126325.13133217358
Istanbul,107,5,7,1,0,246791.12723590038
Antalya,71,2,46,1,0,69860.640924118
Antalya,203,3,18,1,0,188320.9147031682
Antalya,176,3,46,1,1,164642.76248952973
Istanbul,52,1,39,1,0,74969.76093407028
Bursa,176,5,39,0,1,162581.89743170395
Bursa,90,4,8,0,0,155795.86611548974
Antalya,237,2,29,1,0,205912.65317283376
Ankara,155,1,16,1,1,168205.5305369064
Istanbul,63,3,39,0,1,105212.37185486301
Izmir,252,5,43,1,1,242708.29002988356
Izmir,259,5,14,0,0,263248.0924058372
Ankara,295,1,3,0,1,211467.22336986163
Izmir,61,4,5,1,1,182662.92658316423
Istanbul,136,3,15,0,1,185937.5280144379
Ankara,61,1,25,1,0,71211.52033909557
Ankara,190,4,36,1,1,218795.08586969433
Izmir,74,5,22,0,1,192120.03482013475
Antalya,94,2,12,0,0,99252.94706776548
Izmir,292,3,46,0,1,183037.81788498504
Istanbul,171,3,16,1,0,200171.55780401707
Izmir,196,4,26,1,1,219373.2691784791
Bursa,104,1,21,1,1,108943.46272943962
Bursa,287,5,36,1,1,236742.0393463507
Antalya,149,4,18,1,1,203337.4615200498
Bursa,222,2,38,1,0,135439.59986661185
Ankara,185,2,34,1,0,98438.57779526892
Istanbul,270,2,12,0,0,193668.5812746966
Istanbul,168,4,13,1,0,240516.86615682908
Antalya,102,5,47,0,0,111039.09268629427
Antalya,232,3,30,0,0,136882.5634699965
Bursa,81,1,44,1,1,45307.71400037004
Izmir,100,3,1,0,1,186085.73434990374
Istanbul,93,5,45,0,1,126097.42789275013
Istanbul,131,3,38,0,0,106225.3995561881
Izmir,247,4,36,1,1,226899.90312012105
Bursa,195,2,13,0,0,156133.46736860104
Izmir,260,5,8,1,0,299797.94210945594
Bursa,199,5,9,1,1,256112.27729015445
Ankara,86,3,6,1,1,174280.0969747944
Ankara,145,4,27,0,0,143859.6122346079
Istanbul,105,3,45,0,0,98976.23001427003
Ankara,154,3,24,1,0,166187.21776698332
Bursa,108,5,45,1,1,145769.9710355546
Istanbul,180,3,27,1,0,183950.9872981402
Istanbul,205,2,1,0,0,187935.60813006497
Izmir,251,3,16,0,1,222676.45218719306
Bursa,292,2,3,0,0,197954.23311029107
Antalya,84,5,12,0,1,196717.57006163624
Izmir,238,4,17,0,0,200358.50236351744
Ankara,142,2,2,0,1,169065.8575966788
Izmir,231,4,36,0,0,188912.91008353903
Bursa,240,4,32,1,1,223973.8926938043
Antalya,256,2,40,0,0,135236.42592196135
Izmir,146,5,23,1,0,206436.78257202756
Izmir,184,1,7,0,1,175802.6788095166
Bursa,125,4,34,1,1,150856.78685670687
Bursa,98,4,1,0,0,151537.61192500385
Ankara,143,5,32,0,0,150215.6500003378
Bursa,262,5,11,0,0,233952.10120762174
Ankara,208,3,21,1,0,193645.6944275172
Izmir,235,5,12,0,0,246727.49218815038
Antalya,238,4,9,0,0,203746.69464213884
Istanbul,73,2,16,1,0,126243.7727404953
Bursa,197,1,42,0,1,90063.16879818917
Antalya,86,3,4,0,0,124960.57520970298
Istanbul,53,2,8,1,1,160822.6256252831
Ankara,269,1,12,0,0,161156.16921653622
Istanbul,157,1,22,1,0,147586.52751769067
Izmir,175,1,29,1,1,147943.12534380634
Bursa,69,2,42,1,0,46555.14147049314
Bursa,237,3,3,0,1,215367.9619883572
Izmir,201,3,20,0,0,155862.97594735905
Izmir,99,1,42,1,0,66798.58804813935
Antalya,226,2,8,1,0,196420.63900127404
Istanbul,228,1,6,0,0,173136.67428871564
Bursa,145,5,15,0,1,182678.44412064078
Antalya,154,3,22,0,1,166075.01285108988
Izmir,213,4,22,1,1,234464.60453917543
Bursa,299,1,30,0,0,148320.41133723978
Bursa,166,5,4,1,1,239693.4741757593
Istanbul,147,3,5,1,0,192978.27317351045
Ankara,277,2,0,0,1,226178.24868124156
Ankara,115,3,47,0,0,64275.16264091376
Istanbul,128,2,27,1,1,162348.01145578944
Izmir,211,2,17,1,1,183592.86255847552
Bursa,213,1,23,0,1,121209.38066892931
Istanbul,55,1,12,1,1,129377.59904638906
Antalya,88,3,32,0,0,94543.49670068678
Antalya,219,5,9,0,1,241716.49420108175
Antalya,292,3,6,1,1,296609.932045663
Bursa,164,4,36,1,1,158037.9546125286
Antalya,235,2,31,0,1,154098.3420211991
Bursa,295,2,44,1,0,147982.8678655975
Ankara,174,1,21,1,0,127807.0640943215
Bursa,61,5,15,0,0,138266.3321280446
Izmir,180,1,23,1,1,167307.7832051725
Ankara,286,4,13,0,1,275116.45702185517
Istanbul,67,3,10,1,0,145093.66639267185
Ankara,89,3,18,0,0,99510.1614354638
Antalya,70,5,22,1,0,163932.61119752668
Ankara,192,1,33,1,0,111050.64878543605
Istanbul,274,1,39,1,0,184729.6263989146
Bursa,148,4,12,1,1,215766.32283679847
Istanbul,75,3,38,1,1,132132.27447102696
Ankara,57,1,43,1,0,30840.192220767363
Ankara,149,5,27,1,1,214186.25358028687
Antalya,289,3,39,1,1,215434.1505598249
Antalya,271,4,15,0,0,236200.22378196107
Bursa,136,5,49,1,0,125455.64496268518
Izmir,91,2,27,1,0,118136.84049685588
Antalya,221,4,3,1,0,245781.78800030757
Ankara,63,5,27,1,1,171943.05833809084
Ankara,127,1,11,1,1,139984.80938049208
Ankara,51,2,15,0,1,106473.15052012351
Istanbul,168,4,48,0,1,143428.38178828903
Istanbul,86,1,35,1,0,82661.62653055994
Istanbul,118,2,19,1,1,180989.09540202803
Ankara,215,3,25,1,0,187208.7758556505
Istanbul,286,1,25,1,1,233155.55905817673
Ankara,90,5,21,0,1,173828.1191723121
Istanbul,111,4,8,1,0,185723.5079841136
Ankara,295,2,4,0,0,215839.92733148774
Ankara,109,1,16,1,0,125526.86041390247
Antalya,174,3,48,0,1,118267.80294504267
Ankara,160,4,33,0,0,139507.62208133735
Istanbul,63,4,1,0,1,169653.16512388305
Istanbul,297,1,6,1,1,241257.3535914897
Antalya,280,3,35,1,0,212210.89182528073
Istanbul,266,2,12,1,1,235122.6896272941
Bursa,133,1,19,1,0,108908.9137428959
Antalya,179,2,29,1,0,145259.69363547725
Istanbul,280,4,29,0,1,247888.57923548933
Istanbul,119,2,10,0,1,167248.3126748485
Bursa,194,3,30,0,1,142979.72012337556
Antalya,172,5,2,1,0,250954.24111197962
Bursa,138,3,1,0,0,152899.78042409537
Ankara,298,2,47,1,0,167980.136032234
Ankara,77,1,2,0,1,86480.06604865135
Ankara,115,4,14,1,0,178282.34041793068
Ankara,212,5,16,0,1,254209.3525904806
Ankara,278,1,47,1,0,144653.01900635954
Izmir,54,1,6,0,0,78133.32023769626
Antalya,242,3,47,0,1,149759.17822108092
Istanbul,217,2,4,0,1,211648.02917056327
Bursa,253,3,33,1,1,199568.1202434633
Istanbul,233,2,32,0,0,154096.34844025088
Istanbul,213,3,44,0,1,161892.59261826938
Ankara,94,1,15,0,1,97232.84615504948
Bursa,200,4,36,1,1,186453.06109581311
Antalya,96,2,2,0,1,135451.9980071385
Izmir,80,5,46,1,0,119971.62050866615
Izmir,188,5,47,0,0,169040.88118973371
Antalya,59,1,42,0,1,38090.602249185205
Bursa,244,3,49,1,1,169513.50128133752
Ankara,167,3,20,1,0,185424.28092269736
Antalya,63,1,40,0,1,6855.898408161884
Ankara,129,5,7,1,1,254831.17875713285
Antalya,251,5,21,1,1,263717.813633503
Izmir,142,3,4,1,0,215841.74177460463
Ankara,59,2,16,0,0,78557.76077973655
Antalya,125,4,36,0,0,112034.30094879962
Izmir,143,2,13,0,1,151231.76601927436
Antalya,154,5,38,1,1,196110.1811396166
Izmir,50,2,40,1,1,80906.4443888204
Izmir,182,4,27,1,0,216376.4607001001
Ankara,69,2,30,1,0,69228.2302005546
Bursa,57,2,16,0,1,73947.47980141087
Istanbul,220,2,34,1,1,172926.26531817002
Izmir,253,2,39,0,1,142364.32937073545
Bursa,50,1,21,1,1,85339.9726149559
Ankara,106,5,44,0,1,147959.14694972904
Izmir,113,4,47,0,0,107199.88065580402
Antalya,167,5,28,1,0,203795.877972591
Antalya,261,1,9,1,0,228582.49825009296
Bursa,77,1,17,1,0,91218.47679920153
Izmir,170,1,34,0,1,105505.41215227355
Ankara,156,1,43,1,0,90343.65908093119
Antalya,214,2,15,0,0,159940.14033554177
Ankara,224,5,49,1,1,201318.60848424537
Ankara,278,3,48,0,0,140054.19853944823
Bursa,253,4,6,1,1,262726.5717868848
Izmir,214,1,29,0,0,125996.38714873286
Istanbul,98,5,18,0,1,185005.82326062207
Ankara,290,1,22,0,1,186108.2768598484
Antalya,169,1,7,1,1,187329.45446402588
Antalya,93,1,16,0,0,65731.52517458171
Antalya,105,1,20,1,0,115004.15923804654
Izmir,205,1,25,0,1,143558.22236130078
Antalya,160,4,27,1,0,184749.23800644305
Bursa,256,5,38,1,1,228176.9319652381
Izmir,183,1,32,0,1,126101.7672741749
Bursa,157,1,39,0,1,68455.40337809484
Istanbul,238,1,18,1,1,207144.20477781194
Ankara,197,1,28,0,1,126071.40809235575
Istanbul,163,2,19,1,1,178486.42368224383
Bursa,127,2,19,1,1,133618.32293492032
Ankara,179,3,9,1,0,189447.7481434347
Bursa,250,1,11,1,0,195372.9470691345
Antalya,86,3,32,1,0,117339.24441495462
Istanbul,69,4,24,1,0,149951.82825643366
Ankara,75,3,24,1,0,130451.66717158248
Istanbul,78,5,3,1,0,219064.19236965026
Ankara,50,2,3,1,1,117420.43862532183
Istanbul,168,2,8,0,0,160222.92475436055
Izmir,84,1,14,1,1,135788.04599182133
Izmir,247,1,25,1,0,184806.98237720382
Antalya,278,4,14,1,1,270110.22935783595
Antalya,294,4,25,0,0,215536.4869979786
Izmir,108,5,27,0,0,145862.02095168436
Antalya,118,1,6,0,0,114655.73677844675
Izmir,210,1,31,0,0,131320.8801437522
Ankara,290,4,11,0,0,240646.28870127886
Bursa,228,4,34,0,1,180626.5000872094
Ankara,255,4,31,1,1,247874.7548404901
Istanbul,61,2,8,0,0,111016.89194464924
Istanbul,283,3,13,0,1,243214.54534015243
Izmir,69,3,12,0,1,127393.29131849673
Ankara,230,1,43,0,1,107399.00046744797
Antalya,291,2,32,0,1,179046.6405460176
Istanbul,265,4,31,1,0,224800.00749625932
Ankara,92,1,18,1,0,99923.65839072909
Istanbul,175,2,29,0,1,179657.02504822356
Istanbul,275,5,15,1,0,278019.1883644922
Bursa,266,2,11,0,0,165373.10815237634
Antalya,99,1,9,1,0,137373.11522364477
Izmir,78,3,1,1,0,160857.1674750634
Istanbul,234,4,17,0,1,232592.1433048164
Ankara,88,5,12,0,1,152858.18394281945
Bursa,272,2,28,0,1,175421.60305720175
Bursa,233,1,23,1,0,147180.20438804777
Izmir,288,1,37,1,1,195256.1054562417
Izmir,220,4,11,0,1,226552.62287535373
Ankara,227,1,28,0,1,142823.88481907552
Izmir,200,1,21,1,1,164241.29554819022
Bursa,221,4,35,0,0,164878.14489888254
Istanbul,87,5,0,1,1,249861.35477153264
Bursa,133,3,42,1,0,104777.51654302042
Istanbul,200,3,39,0,0,140187.74972963604
Antalya,177,2,33,1,1,162178.44954156343
Istanbul,175,5,33,1,0,215850.95453574482
Bursa,94,2,47,1,0,61015.05319354799
Ankara,101,3,32,1,1,120182.39242078047
Izmir,129,4,3,0,1,190051.87357299912
Bursa,227,1,37,1,1,118015.96021540015
Bursa,283,3,29,0,1,170044.02032851803
Ankara,173,5,45,1,1,205974.18501749577
Bursa,168,3,19,0,0,134444.44062365644
Izmir,57,5,25,1,1,198309.610271404
Antalya,291,5,14,1,0,298344.7554907058
Ankara,134,5,6,0,0,178552.9625148799
Istanbul,178,2,6,1,1,225798.3513618234
Bursa,296,4,49,0,0,176388.03095848273
Antalya,57,3,28,1,0,112084.70986848864
Antalya,206,4,22,0,1,215550.59940667063
Antalya,145,1,33,0,1,72460.86138685995
Ankara,151,3,19,1,0,148570.66700361134
Ankara,54,4,14,1,0,141998.86046190164
Istanbul,288,4,32,1,0,248548.80072642036
Ankara,135,1,16,1,0,127962.08745841928
Izmir,224,5,19,1,0,213959.21013765357
Ankara,83,3,12,1,1,162351.65428073812
Ankara,242,3,43,1,1,198261.5051468052
Bursa,104,1,23,1,1,100235.0778082446
Antalya,168,5,46,1,1,192377.10119159482
Istanbul,267,3,36,0,0,195024.4489391335
Istanbul,220,3,6,0,1,237977.0533916449
Istanbul,251,3,7,0,1,241684.19020671598
Izmir,207,5,22,1,0,247475.7493774684
Antalya,163,1,13,0,0,121278.24853843512
Antalya,259,3,3,1,0,254920.4279245385
Antalya,194,4,20,1,1,222217.35963393646
Bursa,75,5,45,1,1,143963.9248299904
Bursa,185,2,9,1,0,160083.43083316213
Ankara,96,1,21,0,0,70504.58316654258
Izmir,281,4,29,0,1,214224.9912380749
Bursa,162,3,29,0,0,110835.38635029926
Antalya,125,2,15,1,0,138370.5618416396
Bursa,268,1,10,1,0,193454.7024373746
Izmir,121,5,21,0,1,200788.9990832176
Antalya,138,2,28,1,1,159028.6285115029
Antalya,95,2,24,0,1,110098.54882333541
Istanbul,245,4,13,0,0,214308.2516422425
Antalya,82,1,13,0,0,66327.57179317884
Izmir,50,4,1,1,1,203098.10038131723
Istanbul,196,4,12,0,0,225133.27288216166
Ankara,80,3,2,1,0,139151.34080011438
Ankara,257,5,29,0,1,238040.6918356818
Bursa,191,2,17,1,0,151428.79531296314
Antalya,102,1,35,1,0,103607.54158195427
Antalya,97,5,20,0,0,162842.04004735794
Bursa,118,5,18,1,0,174683.83639119277
Izmir,154,1,15,1,1,163218.2026315094
Izmir,139,5,27,1,0,216575.63871782026
Ankara,239,3,3,0,1,241892.08491333455
Antalya,269,5,14,1,1,314675.4692155341
Bursa,243,3,0,0,1,220183.76963467652
Ankara,291,2,47,0,1,147818.80709571933
Istanbul,241,2,46,1,0,141454.91419229822
Antalya,247,4,15,0,0,223257.3835775755
Izmir,112,3,19,0,1,147698.79781979453
Istanbul,122,2,32,0,1,119047.67671282098
Bursa,210,5,16,0,1,220359.42468910982
Bursa,218,1,4,0,1,176655.7871905614
Ankara,138,1,4,1,0,137262.46824254346
Izmir,225,3,38,1,1,202950.13235785547
Antalya,62,4,12,0,1,148491.09924937825
Ankara,122,5,43,0,0,123792.27473310128
Izmir,294,3,35,1,1,243572.51621234888
Ankara,126,1,29,1,0,102992.28761717738
Ankara,208,3,3,1,0,232140.1376015156
Ankara,282,5,22,0,0,236584.22551166534
Antalya,252,2,20,0,1,182092.71115457654
Antalya,117,5,20,1,0,195943.61308805505
Antalya,147,2,5,0,0,150907.1942360383
Antalya,174,2,23,1,1,180613.82446893962
Bursa,151,2,46,1,1,110521.29872910275
Ankara,287,3,30,0,1,195433.269319076
Izmir,181,1,18,1,1,190296.62997155046
Ankara,151,3,37,1,0,152519.3845371835
Istanbul,68,1,11,1,1,137401.8310384054
Bursa,247,5,13,1,0,251829.7570697416
Ankara,275,4,49,1,0,169961.32871710073
Ankara,131,5,11,0,1,207641.42689220127
Antalya,190,3,14,1,1,217005.55358807434
Bursa,282,3,18,0,1,223971.2376203401
Bursa,72,1,27,0,1,56924.79627683346
Izmir,132,3,39,1,0,131824.1130344262
Izmir,158,2,40,1,1,151333.05288869815
Istanbul,124,3,4,1,0,213147.1813410184
Antalya,178,1,4,0,0,166085.4548936584
Istanbul,137,1,5,0,1,169488.1012217385
Istanbul,103,2,22,0,1,142392.3986711809
Istanbul,248,1,2,1,1,252646.30568963944
Bursa,138,4,36,1,0,129260.83984156232
Bursa,262,5,32,1,0,230072.61307882058
Antalya,192,3,42,1,0,152887.11029252212
Ankara,114,4,20,1,1,192261.50468059283
Izmir,125,3,19,0,1,139266.79632474013
Bursa,299,4,0,0,1,271437.85169115005
Istanbul,248,3,38,0,1,177790.2462166192
Izmir,192,2,46,1,1,152454.18034580778
Antalya,198,1,16,1,1,178983.4833347704
Ankara,196,1,28,0,1,125633.13900599595
Istanbul,109,2,7,1,0,164859.33381445275
Ankara,142,4,25,0,0,156006.3150866341
Ankara,266,5,27,1,0,263252.1861974437
Istanbul,210,4,33,1,0,209438.82808801442
Bursa,98,1,25,1,1,104378.4196141444
Istanbul,273,5,12,1,1,314946.4771716687
Istanbul,290,3,43,0,1,207969.45226757656
Ankara,84,5,36,1,0,136843.12348148934
Antalya,221,4,12,0,1,248592.78401447446
Izmir,151,2,37,0,0,97909.02519093324
Ankara,267,3,24,0,0,180414.8643187903
Bursa,60,4,46,0,0,52157.25827292568
Bursa,148,3,22,0,1,149019.2254963677
Izmir,249,5,21,1,1,262670.08238686423
Izmir,159,1,20,0,0,104792.48716551776
Ankara,255,4,29,0,0,194018.43147520765
Bursa,123,2,10,0,1,141833.36877444957
Istanbul,243,5,3,0,0,255053.34152236462
Bursa,223,4,32,0,1,147702.505632455
Bursa,58,2,46,1,0,30133.200209681243
Istanbul,52,4,11,0,1,172965.65812564298
Izmir,134,5,8,1,0,230929.18755941847
Antalya,75,4,31,0,1,128830.62214122394
Antalya,121,3,10,1,0,162961.98260306873
Istanbul,97,5,36,1,1,193723.31907535563
Istanbul,243,4,23,1,0,265492.6516225614
Antalya,247,1,6,1,1,222759.12968965547
Izmir,205,4,7,1,0,250892.85433993879
Istanbul,166,3,32,1,0,188437.47014862148
Ankara,270,2,24,1,0,211107.78679449752
Izmir,203,2,0,0,0,180568.83812015216
Bursa,202,2,2,1,0,191504.03952178636
Antalya,61,1,39,0,0,25793.289789649567
Ankara,182,3,27,0,1,154738.41030781006
Bursa,275,5,42,0,1,205051.27031008483
Izmir,97,2,32,1,0,97461.74543640885
Ankara,86,3,45,0,1,67869.6876172394
Istanbul,256,4,0,1,0,291866.9390363458
Izmir,93,1,37,1,0,77540.0223469278
Izmir,277,3,26,1,1,242563.4719591586
Antalya,64,3,37,0,0,84906.91767668113
Antalya,92,5,34,0,0,127399.31127981085
Antalya,225,3,9,1,1,257484.8863278892
Antalya,136,5,11,1,0,220022.57992870238
Bursa,119,1,9,1,0,124491.47177404835
Bursa,95,1,33,1,1,88444.52916840508
Antalya,291,4,23,0,1,226693.34512637975
Bursa,157,5,27,0,0,177068.5983630458
Bursa,172,5,21,0,0,161579.02255489936
